Phil Hutty	4529	philhutty	90	65684
Martin Corney	4805		63	65684
Andrew Long	4786		58	65684
Matthew Mahabadi	5121	MattMahabadi	53	66051
Alberto Costa	5023		52	66034
Amanda Hack	4428	Hack4Labour	53	66034
Jacqueline Howe	1206		90	65666
Deborah Sacks	4429	deborahsacks	53	65666
Richard Bacon	235		52	65666
Barry Cameron	5311	bncameron1	85	65666
Rose Gibbins	5179		85	65902
Scott Collins	1162	ScottJonCollins	90	65902
Andrea Leadsom	2875	andrealeadsom	52	65902
Lucy Mills	4776		53	65902
Veronica Bennett	4430		53	65951
Seema Kennedy	4104		52	65951
Shirley Ford	5222	shirleyford15	63	65719
Kevin McElduff	2505		53	65943
James Cartlidge	4229		52	65614
Robert Lindsay	4648	robjlinds	63	65614
Jane Basham	4431	Jane_Basham	53	65614
Grace Weaver	4530	gracelibdem	90	65614
Anne Snelgrove	1988	annesnelgrove	53	65800
Talis Kimberley-Fairbourn	4928	taliskimberley	63	65800
Russ Timpson	4531	RussT2015Thanet	90	65829
Craig Mackinlay	4230	cmackinlay	52	65829
Nigel Askew	5099	ekrealityp	2310	65829
Nigel Farage	4800	nigel_farage	85	65829
Ruth Bailey	4798	ruthbrackstoneb	2	65829
Ian Driver	4799	ianddriver	63	65829
Will Scobie	4432	willscobie	53	65829
Daniel Scott	4433		53	65848
Win Scutt	4684	wscutt	63	65775
Robin Julian	5433		85	65775
Charanjeet (Chaz) Singh	4434		53	65775
Tom Davies	4532	tompdavies	90	65775
Mark Anderson	4847		85	65596
Simon Diggins	4690		53	65596
Peter Smith	3513	Socialistsmithy	53	65652
Paul Smyth	4688	UKIP4Swaffham	85	65652
Paul Robinson	4584	PaulJRobinson	1958	65678
Patrick Haveron	4533	patrickhaveron	90	65678
Louise Irvine	4583	drmarielouise	1931	65678
Mark Webber	5385		85	65678
Jeremy Hunt	3155		52	65678
Trevor Carbin	1483		90	65956
Rowenna Davis	4435	RowennaDavis	53	66016
Royston Smith	3462	Royston_Smith	52	66016
Jeremy Moulton	3133	Cllr_JMoulton	52	65580
Chris Davis	4793		2	65580
Angela Mawle	4794	angelamawle	63	65580
Alan Whitehead	3111	alanwhiteheadmp	53	65580
Pearline Hingston	2586		85	65580
Julian Ware-Lane	3251	warelane	53	65876
Jon Fuller	4661		63	65876
Brian Otridge	5421	BrianOtridge	85	65876
Damien Moore	4780		52	65728
John Pugh	2232	johnpughmp	90	65728
Liz Savage	4779	LizSavagelabour	53	65728
Daniel Jenkins	5239		85	65942
Kerry Pollard	4436		53	65715
Sandy Walkington	1165	sandywalkington	90	65715
Jack Easton	1359		63	65715
David Mathews	5038		85	65591
Steve Double	4231		52	65591
Deborah Hopkins	5040		53	65591
Dick Cole	1318		58	65591
Steve Slade	4806		63	65591
Stephen Gilbert	1489	stephen_gilbert	90	65591
Elizabeth Ward	5209		63	66073
James Chan	5210		63	65732
Marie Rimmer	4437		53	65732
Cornelius Olivier	4438		53	65854
Tim Andrewes	4989		63	65854
Derek Thomas	191		52	65854
Rob Simmons	4785	cernyw	58	65854
Andrew George	2504	AndrewGeorgeLD	90	65854
Graham Calderwood	4698		85	65854
Karen Howell	4718	howell_karen	1931	66067
Edward Whitfield	5439		85	66067
Kate Godfrey	4439	KateVotesLabour	53	66067
Trudie McGuinness	4440	trudiemc	53	65907
Graham White	5392		63	65571
Sharon Taylor	218	SharonStevenage	53	65571
Johanna Boyd	4441		53	14454
Steven Paterson	5448		102	14454
Matt Officer	4745		2269	65606
Steven Woolfe	4935		85	65606
Daniel Hawthorne	4534	daniel.hawthorne	90	65606
Gary Lawson	4638		63	65606
Philip Latham	507		90	65641
Mandy Boylett	5358		85	65641
Edward (Ted) Strike	583		85	65908
James Wharton	4110		52	65908
Louise Baldock	4442	louisebaldock	53	65908
Liam Marshall-Ascough	4812	liam_ascough	52	65710
Jan Zablocki	5233		63	65710
Tristram Hunt	431	TristramHuntMP	53	65710
Ruth Smeeth	3979	RuthSmeeth	53	65783
Ben Adams	4810	benpolitics	52	65783
Joe Rich	4811	joerichlaw	52	65770
Matthew Wright	5346		804	65770
Pete Lowe	4443	pete4stour	53	65609
Kellie Armstrong	4590		103	66139
Johnny Andrews	4596		51	66139
Jim Shannon	3066		70	66139
Nadhim Zahawi	75		52	65648
Elizabeth Adams	4535	liz4stratford	90	65648
Jeff Kenner	4444		53	65648
Bruce Machan	4667		85	66042
Amna Ahmad	4536	amnajahmad	90	66042
Jonathan Bartley	4878	jon_bartley	63	66042
Kim Caddy	4232		52	66042
Geraldine Coggins	4639	CogginsGeraldin	63	65911
David Drew	2919	DavidEDrew	53	65858
Chris Jockel	4555		63	65858
Neil Carmichael	2922	neil_mp	52	65858
Caroline Stephens	4757		85	65858
Adrian Walker-Smith	4758		90	65858
Russell Whiting	4445	russellwhiting	53	65607
James Sandbach	888	james4suffolk	90	65607
Daryll Pitcher	5193		85	65607
Rachel Smith-Lyte	4620	smithlyte	63	65607
Paul John Chapman	5141	Paul_J_Chapman	85	65747
Ann-Marie Barker	5078	AnnMarie4SHeath	90	65747
Laween Atroshi	4446	laweenatroshi	53	65747
Paul Scully	4233	scullyp	52	66040
Maeve Tomlinson	4877		63	66040
Dave Ash	4714	DaveAsh_	1931	66040
Emily Brothers	4447	EBrothersLabour	53	66040
Paul Burstow	3221	PaulBurstow	90	66040
Angus Dalgleish	4942		85	66040
Andrew Mitchell	681		52	65703
Marcus John Brown	4916	scukip	85	65703
Rob Pocock	3035		53	65703
Amina Jamal	5028		90	66091
Tony Young	3765		63	66091
Richard Owen	4746		2269	66091
Dic Jones	2395		77	66091
Ronnie Job	5378	ronniejob	804	66118
Harri Roberts	2396		77	66118
Chris Holley	5029		90	66118
Ashley Wakeling	4694		63	66118
Jan Higgins	5387		85	65880
Carol Dean	4448		53	65880
Christopher Pincher	3706		52	65880
 Tina-Louise Rothery	5202	TinaForTatton	63	65964
Gareth Wilson	5257		90	65964
Rebecca Pow	4234		52	65767
Neil Guild	4449	NeilGuild	53	65767
Rachel Gilmour	4997		90	65767
Clive Martin	5407		63	65767
Lucy Allan	4235		52	65992
Jemma Clarke	4607		63	65976
Alistair Cameron	1549	AlistairTewkes	90	65976
Manjinder Singh Kang	4771	manjinderkang87	53	65789
Paul Hodgkinson	4537	paulcotswolds	90	65789
Penny Burgess	4610		63	65789
Katrina Gilman	4450	trinagilmna	53	65977
Toby Horton	3352		85	65686
Chris Newsam	5232		63	65686
Kevin Hollinrake	4236		52	65686
Alan Avery	4801		53	65686
Dinah Keal	4802	dinahkeal	90	65686
Steve Webb	4118	stevewebb1	90	65905
Iain Hamilton	5411		63	65905
Luke Hall	4237		52	65905
Tim Aker	4923	Tim_Aker	85	65919
Polly Billington	4451	thurrockpolly	53	65919
Caroline Kolek	4452	carolinekolek	53	65761
Robert Izzard	5245		85	65744
Thomas Tugendhat	4238	tomtugendhat	52	65744
Howard Porter	5158		63	65744
Claire Leigh	4841	ClaireLeighLab	53	65744
Przemek Skwirczynski	5437	voteprzemek	85	65554
Dan Watkins	4239		52	65554
Esther Obiri-Darko	4749		63	65554
Anthony McIntyre	4865		85	65692
Kevin Foster	2830		52	65692
Adrian Sanders	1552	adriansandersmp	90	65692
Su Maddock	4453	sumaddock	53	65692
Boydd Hackley-Green	4953		77	66104
Matt Cooke	5312		63	66104
Ken Beswick	5382		85	66104
Paula Dolphin	4538	TWDDolphin	90	65904
Michael Sparling	2445	michaelsparling	53	65904
Geoffrey Cox	552		52	65904
Cathrine Simmons	116	cathrinesimmon3	63	65904
Julian Brazil	1032		90	65810
Sarah Wollaston	548	drwollastonmp	52	65810
Nicky Williams	4696	NickyjWilliams	53	65810
Gill Coombs	5388	CoombsGill	63	65810
Jenny Sutton	1006	jenny4tottenham	804	66074
David Lammy	4875		53	66074
Turhan Ozen	5256	tozen	90	66074
Christine de León	4873	_chrisdeleon	63	66074
Stefan Mrozinski	4874		52	66074
Simon Rix	2440	cllrsimonrix	90	65659
Sarah Newton	844		52	65659
John Hyslop	5138		85	65659
Sharron Kelsey	4803		63	65659
Stephen Richardson	4787	cllrsrichardson	58	65659
Rik Evans	4715	evans_rik	1931	65659
Loic Rich	3205		2	65659
Hanna Toms	4454	hanna_909	53	65659
Colin Nicholson	4553		85	65660
Greg Clark	1918		52	65660
Marie Jones	5159		63	65660
Kevin Kerrigan	4946	kevin_kerrigan1	53	65660
Barry Edwards	5087		85	65782
Tania Mathias	4240		52	65782
Tanya Williams	4612		63	65782
Vincent Cable	3652	vincecable	90	65782
Nick Grant	4455	Nick4Twick	53	65782
Glenn Hall	3740		52	65868
Gary Legg	5444	garyupnorth	85	65868
Catherine Seeley	4679		39	66140
David Simpson	1857	davidsimpsonmp	70	66140
Jo-Anne Dobson	4677		83	66140
Howling Laud Hope	422		66	65613
Jack Duffin	4551		85	65613
Chris Summers	4456		53	65613
Boris Johnson	4546	MayorofLondon	52	65613
Graham Lee	804		63	65613
Mair Rowlands	4969		77	66116
James Davies	4241		52	66116
Paul Davies-Cooke	5381		85	66116
Chris Elmore	4457	CPJElmore	53	66098
Ian Johnson	2404		77	66098
Adrian Trett	4593	Juvelad	90	65825
James Bellis	4558	jh_bellis	52	65825
Mark Chapman	4844	Pirate_Lennon	770	65825
Kate Hoey	2914	KateHoeyMP	53	65825
Waleed Ghani	5261	Waleed_Ghani	2380	65825
Gulnar Hasnain	5453	gulnar73	63	65825
David Smith	3921	davidinossett	90	65733
John Howe	5211		63	65635
Kris Brown	4539	Kris4Wallasey	90	65635
Douglas Hansen-Luke	4242		52	65890
Sue Arnold	4243		52	65832
Nancy Taaffe	1599		804	65651
Molly Samuel-Leport	4244		52	65651
Ian Lavery	3057	ianlaverymp	53	65631
Melanie Hurst	4567		85	65631
Chris Galley	5289		52	65631
Lee Upcraft	5074		85	65638
Stephen Webb	5073		53	65638
Ed Vaizey	492		52	65638
Kate Prendergast	5075		63	65638
Alex Meredith	5447		90	65638
Rob Buckman	5373		63	66079
Tom Williams	5032	Williams4Warley	52	66079
Richard Short	5070		52	65874
Stefan Krizanac	5068		90	65874
Nick Bent	1151	NickBent	53	65916
Bob Barr	5069	CllrBobBarr	90	65916
Chris White	3487		52	65608
Lynnette Kelly	379	lynnettekelly	53	65608
Sharon Hodgson	3067	SharonHodgsonMP	53	66049
Ian Brandon	1983	CllrIanBrandon	63	65626
Dorothy Thornhill	4540	MayorDorothy	90	65626
Matt Turmaine	4459	Turmaine	53	65626
Bob Blizzard	1978		53	66004
Simon Tobin	5314	SimonTobinUKIP	85	66004
Graham Elliott	2091		63	66004
Nusrat Ghani	85		52	65961
Peter Griffiths	5298	PGriffithsUKIP	85	65961
Solomon Curtis	5104	solomon_curtis	53	65961
Julia Tickridge	4460	JuliaTickridge	53	65769
Richard Garvie	4461		53	65830
Marion Turner-Hawes	4653		63	65830
Jon Cousins	5226		63	65560
Chris Inchley	4462		53	65560
Tessa Munt	1699	tessamunt	90	65560
James Heappey	4245		52	65560
Jeff Bolter	4852		85	65560
Arthur Stevens	4899		85	65740
Anawar Miah	4463	WHLabour	53	65740
Grant Shapps	2595		52	65740
Martyn Parker	5278		85	65588
Sir Robert Smith	3967		90	14455
Alexander Burnett	4246	AJABurnett	52	14455
Barry Black	4464	BarryBlackNE	53	14455
Olivia Seccombe	4247	oseccombe	52	65983
Paul Ratner	4932		52	66047
Mark Lees	4747		2269	66047
Peter Barton	5062	peterbarton923	63	65716
Ros Kayes	2360	Ros4Dorset	90	65716
Rachel Rogers	4465	DorsetRachel	53	65716
Gemma Doyle	810	GemmaWDMP	53	14456
Andrew Elliott	5353		804	14456
Festus Akinbusoye	4248	fest4westham	52	66058
Paul Greenall	4914	paulvgreenall	52	65873
Rosie Cooper	4066	rosie4westlancs	53	65873
Jack Sen	5091		85	65873
Daniel Lewis	4541	CllrDanLewis	90	65873
Michael Jefferys	5293	cllr_m_jefferys	53	65629
Niall Pettitt	4649	niallpettitt	63	65629
Ciaran McClean	5184	mccleangreen	305	66141
Tom Buchanan	1871		70	66141
 Daniel McCrossan	5185	DANFORMP2015	55	66141
Pat Doherty	2136		39	66141
Julian Roskams	5217		63	65758
Dennis Wharton	5262		90	65758
Daniel Walton	4466		53	65758
Lindsey Hall	4249	lindsey4wnorth	52	65851
Karen Buck	1311	karenpbuckmp	53	65851
Nigel Sussman	4998		85	65851
Ann Myatt	72		52	65963
John Bateson	5009	ja_bateson	53	65963
Tim Farron	1316	timfarron	90	65963
Chris Loynes	4640		63	65963
Jonathan Stanley	5398	JonMarcStanley	85	65963
John Penrose	1329	johnpenrosenews	52	65742
John Munro	5449	johnpetermunro	90	65742
Tim Taylor	4467	TimTaylorWeston	53	65742
Lisa Nandy	2241		53	65612
Andrew Judge	2257	Andjudge	53	65827
Shas Sheehan	2260	sheehanshas	90	65827
Jackie Porter	4542	jackielibdem	90	65921
Mark Chaloner	4987		53	65921
Adam Afriyie	4114		52	65552
Fiona Dent	4468	FionaDentLabour	53	65552
John Bell	315		52	65847
Margaret Greenwood	4469	MGreenwoodWW	53	65897
Peter Reisdorf	413		90	65897
Garry Cockrill	5107		85	65831
Priti Patel	1326		52	65831
James Abbott	1357		63	65831
John Clarke	5085	JohnClarke1960	53	65831
Clive Peedell	4720	cpeedell	1931	65622
Stuart Macdonald	3822		63	65622
Andy Graham	5140	andyg2439	90	65622
Warren Draper	4809		2269	65622
Duncan Enright	4470	DunxE	53	65622
David Cameron	566		52	65622
Simon Strutt	4807		85	65622
Chris Took	4106	christook	90	66039
Rob Burberry	3914		85	66039
John Redwood	1611		52	65774
Clive Jones	4543		90	65774
Simon Ellis	5013		85	65777
Barry Hodgson	5012		85	65593
Suria Photay	5011	SuriaPhotay	52	65593
Rob Marris	3818	WSW_Labour	53	65948
Dave Everett	5014		85	65948
Joy Squires	4471	JoySquires	53	65577
Pete McNally	5348		804	65577
Jill Perry	4641		63	65625
Rozila Kana	5436		52	65625
Mark Jenkinson	4926	markjenk	85	65625
Iain Lindley	2940		52	65757
Barbara Keeley	2947		53	65757
Christopher Bertenshaw	5096		63	65757
Tim Cross	5235		85	65562
Hazel Thorpe	1845	hazel_thorpe	90	65562
Jim Deen	5309		53	65562
Carrie Harper	4557		77	66113
Rob Walsh	5030	RobWalshWrexham	90	66113
Andrew Atkinson	4250		52	66113
Jem Bailey	4905		63	66010
David Williams	4472		53	66010
Steven Baker	1481		52	66010
John Potter	4766	johnpotterLD	90	65695
Richard Taylor	3237	DrRTaylorMBE	1931	66078
Natalie McVey	5061		63	66078
Matthew Lamb	4473	Matt4WyreForest	53	66078
Fiona Green	4829	Fiona20Green	52	65669
Jessica Mayo	5422		63	65669
Marcus Fysh	4251		52	65935
David Laws	511		90	65935
Martin Jevon	3811		53	65935
John Rowlands	4952	JohnRowlandsMon	77	66115
Robert McIlveen	5080	robertmcilveen	52	65965
Jonathan Tyler	4910		63	65965
Nick Love	5118	NickLovesYork	90	65965
Joe Riches	4474		53	66037
Ginnie Shaw	4983		63	66037
James Blanchard	5058	jamesblanchard	90	66037
Aleks Lukic	5467		85	65751
James Murray	655		90	65821
James Cleverly	5464	JamesCleverly	407	65670
David Jeffreys	5479		85	66000
Ray Barry	5476		2034	65849
Paul Ankers	68	Ankersman	90	65975
Danny Gallagher	1465		90	65893
Doris Osen	5465		2	65630
Robin Long	5466		90	65568
Pete Wild	5468		90	66048
Dave Page	5469	davepage_mcr	90	65834
Matthew Severn	5470	Matt_Severn	90	65633
Graham Roach	5471		90	65668
Steve Harris	5463		85	66014
Stephen Howd	5478		85	66027
Paula Keaveney	3841	PaulaKeaveney	90	65706
Ian Young	5477		2034	65632
Sue McGuire	5472	SueMcGuirebb	90	65951
Denise Aspinall	362		90	66073
Brian Spencer	3797		90	65732
Louise Ankers	5473		90	65911
Mary Di Mauro	5474		90	65769
Elizabeth Jewkes	2125		90	65847
Phill Roberts	5475		90	65625
Al Murray - The Pub Landlord	5480	FUKPnews	2	65829
Jane Ellison	3433	janeellison	52	65731
Mark Thackray	5482		85	65746
Alistair Burt	1636		52	65855
Ian Luder	5481		85	65962
Stephen Hammond	2253		52	65827
